"---------------------------------------------------"
"UCAS Analysis and Insights - Daily Domicile Report"
"---------------------------------------------------"
"This data file should be used in conjunction with ..."
"File: filename"
"Cycle: 2018"
"Reporting coverage: 6 Sep 2017 - 18 Feb 18"
"Applicant coverage: 18 year old applicants"
"Analysis class: Domicile"
"---------------------------------------------------"
The 'Days to Deadline' variable Lorem ipsum dolor sit amet, consectetur adipiscing elit,
The ' 7-Day Moving Average' variable sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.
Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. 
Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.
Data lines are comma delimited.
Data follows - 9999 lines in total
---------------------------------------------------
Cycle,Date,Day_of_the_week,Day,Month,Year,Domicile_Group,New_apps,7-Day Moving Ave,Days to Deadline,Working Days to Deadline,Days Since Cycle Opened,Bank Holiday
2018,24Jun2017,Saturday,24,6,2017,1.ALL,2026,1315,8114,9442,856,0
2018,04Oct2017,Wednesday,4,10,2017,2.UK,4682,8456,4493,7711,2090,1
2018,21Mar2017,Tuesday,21,3,2017,4.OV,5775,1258,5564,9913,2264,1
2018,11Aug2017,Friday,11,8,2017,3.EU,2682,4184,2555,7907,8106,1
2018,16Jun2017,Friday,16,6,2017,2.UK,7990,1992,2396,6809,9311,0
2018,16Jun2017,Friday,16,6,2017,2.UK,1008,945,1389,4084,479,0
2018,24Sep2017,Sunday,24,9,2017,3.EU,9234,910,743,7271,9994,0
2018,26Mar2017,Sunday,26,3,2017,1.ALL,3559,7002,7211,7710,2595,0
2018,09Jul2017,Sunday,9,7,2017,3.EU,6976,3339,5417,8890,7484,0
2018,15Aug2017,Tuesday,15,8,2017,3.EU,6199,4331,1013,1547,2837,0
2018,02Nov2017,Thursday,2,11,2017,3.EU,7542,2752,5352,8938,9876,1
2018,03Apr2017,Monday,3,4,2017,3.EU,7855,6965,508,3655,7592,0
2018,20Nov2017,Monday,20,11,2017,3.EU,8096,6974,6503,1298,5547,1
2018,15Jan2017,Sunday,15,1,2017,1.ALL,8383,6081,1131,6766,4598,0
2018,12Oct2017,Thursday,12,10,2017,1.ALL,8976,565,2858,6531,3578,0
2018,28Jul2017,Friday,28,7,2017,4.OV,1901,4216,8989,1735,3939,0
2018,07Apr2017,Friday,7,4,2017,2.UK,1786,7233,3540,3966,5142,0
2018,01Dec2017,Friday,1,12,2017,4.OV,9579,1741,4150,2213,3054,0
2018,23Nov2017,Thursday,23,11,2017,3.EU,45,8474,8332,7761,6735,0
2018,19Feb2017,Sunday,19,2,2017,2.UK,7710,2207,8710,195,8423,0
2018,07Jan2017,Saturday,7,1,2017,3.EU,2979,1623,4172,9148,8517,1
2018,10Jun2017,Saturday,10,6,2017,2.UK,9790,4380,9540,4307,8904,1
2018,26Apr2017,Wednesday,26,4,2017,1.ALL,3232,5594,7690,8679,1875,1
2018,29Sep2017,Friday,29,9,2017,3.EU,3160,4060,4477,4787,4060,1
2018,24Dec2017,Sunday,24,12,2017,2.UK,7868,8497,2588,9798,5750,1
2018,28Mar2017,Tuesday,28,3,2017,1.ALL,5541,2340,5413,9794,4977,1
2018,16Feb2017,Thursday,16,2,2017,4.OV,3139,1065,6385,3913,7440,1
2018,31Mar2017,Friday,31,3,2017,3.EU,9124,6645,1461,209,2351,1
2018,20Jul2017,Thursday,20,7,2017,4.OV,8820,2150,6801,3903,4298,1
2018,19Jul2017,Wednesday,19,7,2017,3.EU,8336,3978,3108,9284,910,1
2018,16Jul2017,Sunday,16,7,2017,3.EU,3152,2522,93,4616,9863,0
2018,25Jul2017,Tuesday,25,7,2017,2.UK,4542,439,7268,9364,903,0
2018,09Feb2017,Thursday,9,2,2017,1.ALL,5354,4839,850,3209,6170,1
2018,22Dec2017,Friday,22,12,2017,4.OV,1790,999,2393,32,131,1
2018,30May2017,Tuesday,30,5,2017,2.UK,5245,8859,5674,659,7117,1
2018,18Jun2017,Sunday,18,6,2017,1.ALL,6654,1270,3759,4935,7269,1
2018,24Sep2017,Sunday,24,9,2017,2.UK,781,9604,4425,9416,5762,1
2018,04Apr2017,Tuesday,4,4,2017,1.ALL,8181,5875,8897,5004,9989,0
2018,29Sep2017,Friday,29,9,2017,4.OV,9935,9745,852,7632,2187,0
2018,05Sep2017,Tuesday,5,9,2017,3.EU,311,7533,3128,8113,5291,1
2018,29Jul2017,Saturday,29,7,2017,4.OV,1926,9848,5030,9492,895,0
2018,09Jun2017,Friday,9,6,2017,3.EU,433,673,9987,4185,4383,1
2018,18Mar2017,Saturday,18,3,2017,3.EU,4746,1757,8555,8207,5653,1
2018,12Jul2017,Wednesday,12,7,2017,2.UK,802,870,8795,9166,9466,1
2018,31Dec2017,Sunday,31,12,2017,1.ALL,3700,469,5761,4836,4486,0
2018,17Jul2017,Monday,17,7,2017,3.EU,2030,1684,7020,8144,7251,0
2018,12Apr2017,Wednesday,12,4,2017,4.OV,5122,1177,2803,1972,769,0
2018,08Aug2017,Tuesday,8,8,2017,1.ALL,1659,8508,2415,3526,7305,1
2018,31Aug2017,Thursday,31,8,2017,4.OV,8295,2185,9202,3290,150,1
2018,28Jul2017,Friday,28,7,2017,1.ALL,44,2546,6571,7887,6290,0
2018,24Aug2017,Thursday,24,8,2017,1.ALL,4173,2281,5472,724,1989,1
2018,01Jan2017,Sunday,1,1,2017,3.EU,8561,2881,429,9517,572,0
2018,21Jan2017,Saturday,21,1,2017,4.OV,3288,5472,7056,6437,5990,1
2018,04Feb2017,Saturday,4,2,2017,3.EU,5874,429,3223,1453,1468,1
2018,19Oct2017,Thursday,19,10,2017,2.UK,5730,4912,9169,1916,5199,0
2018,09Jun2017,Friday,9,6,2017,4.OV,3510,6646,329,1816,6483,1
2018,11May2017,Thursday,11,5,2017,4.OV,8096,7866,492,6773,4043,1
2018,14Feb2017,Tuesday,14,2,2017,2.UK,9603,856,3485,1945,1668,1
2018,15Feb2017,Wednesday,15,2,2017,3.EU,9816,5397,9806,9047,7194,0
2018,31Jan2017,Tuesday,31,1,2017,3.EU,222,3933,251,7342,3818,1
2018,15Apr2017,Saturday,15,4,2017,2.UK,4148,758,2433,2795,7205,1
2018,04Aug2017,Friday,4,8,2017,3.EU,8115,3747,2253,6897,9773,0
2018,29Mar2017,Wednesday,29,3,2017,2.UK,9714,6885,7671,2405,7042,0
2018,04Oct2017,Wednesday,4,10,2017,4.OV,1369,4620,479,5583,4416,0
2018,22Jan2017,Sunday,22,1,2017,3.EU,8809,4895,673,4051,1965,0
2018,23Apr2017,Sunday,23,4,2017,3.EU,9911,2975,9116,9690,5716,0
2018,07Jan2017,Saturday,7,1,2017,1.ALL,6469,3849,8735,7012,2264,1
2018,14Dec2017,Thursday,14,12,2017,3.EU,321,2782,4628,9723,8928,0
2018,22Aug2017,Tuesday,22,8,2017,2.UK,7340,5582,5037,4241,9679,0
2018,03Jan2017,Tuesday,3,1,2017,4.OV,6593,1658,5814,895,3498,1
2018,13Apr2017,Thursday,13,4,2017,1.ALL,1714,8004,1632,2120,946,0
2018,29Jul2017,Saturday,29,7,2017,2.UK,4410,9343,4303,7201,2961,1
2018,19Aug2017,Saturday,19,8,2017,4.OV,7893,8614,3844,4656,2489,1
2018,03Dec2017,Sunday,3,12,2017,4.OV,8823,2476,2908,8979,1379,0
2018,10Aug2017,Thursday,10,8,2017,3.EU,7316,80,4796,7962,402,1
2018,29Oct2017,Sunday,29,10,2017,2.UK,8545,597,9821,5582,4087,0
2018,06Oct2017,Friday,6,10,2017,2.UK,4031,1091,8805,7899,3319,0
2018,26Jan2017,Thursday,26,1,2017,2.UK,2441,1472,6192,5455,8579,1
2018,24Dec2017,Sunday,24,12,2017,1.ALL,2195,7865,1161,7257,4098,1
2018,02Mar2017,Thursday,2,3,2017,1.ALL,986,670,835,5500,6742,1
2018,23Jun2017,Friday,23,6,2017,2.UK,2160,8878,5307,775,8675,1
2018,30Jan2017,Monday,30,1,2017,4.OV,5702,4149,3982,3902,2663,1
2018,29Oct2017,Sunday,29,10,2017,2.UK,4765,7124,1506,2086,7218,1
2018,05Sep2017,Tuesday,5,9,2017,1.ALL,2542,3341,6695,5868,5297,0
2018,09May2017,Tuesday,9,5,2017,4.OV,159,9927,3954,1143,7635,0
2018,29Sep2017,Friday,29,9,2017,2.UK,1853,72,6892,6949,7347,1
2018,29Jun2017,Thursday,29,6,2017,1.ALL,8944,7664,4109,1268,4465,0
2018,01Jun2017,Thursday,1,6,2017,2.UK,6245,1452,3227,6066,826,1
2018,07Jun2017,Wednesday,7,6,2017,4.OV,5579,5710,6364,5045,7677,1
2018,28Jun2017,Wednesday,28,6,2017,3.EU,7152,9394,2844,9275,2501,1
2018,22Mar2017,Wednesday,22,3,2017,3.EU,1998,8756,6645,9382,3582,0
2018,10Jun2017,Saturday,10,6,2017,3.EU,4136,4546,563,3628,6029,1
2018,14Jun2017,Wednesday,14,6,2017,4.OV,3592,5632,9183,6781,776,0
2018,11Jun2017,Sunday,11,6,2017,4.OV,5364,7129,885,3212,7606,0
2018,18Nov2017,Saturday,18,11,2017,1.ALL,2097,6905,9060,9253,2061,0
2018,01Aug2017,Tuesday,1,8,2017,3.EU,6100,8780,9484,4559,5605,1
2018,26Sep2017,Tuesday,26,9,2017,2.UK,9939,4433,4152,5505,1103,1
2018,22Sep2017,Friday,22,9,2017,3.EU,8785,7803,3104,8444,1880,0
2018,29Jul2017,Saturday,29,7,2017,2.UK,5242,6016,5578,9792,7694,1
2018,27Feb2017,Monday,27,2,2017,2.UK,1452,5904,1499,9679,9393,0
2018,18Sep2017,Monday,18,9,2017,1.ALL,9,6666,3133,2196,4980,1
2018,16Oct2017,Monday,16,10,2017,1.ALL,9185,8995,5793,8644,2769,1
2018,19Jul2017,Wednesday,19,7,2017,1.ALL,5414,3945,8609,1227,3071,1
2018,23Sep2017,Saturday,23,9,2017,2.UK,7683,3032,8356,9553,9468,0
2018,13Aug2017,Sunday,13,8,2017,1.ALL,3109,4024,3809,9413,9747,0
2018,19Sep2017,Tuesday,19,9,2017,1.ALL,9657,2130,2167,9031,7925,1
2018,20Feb2017,Monday,20,2,2017,2.UK,8850,2751,7574,8641,6950,0
2018,12Dec2017,Tuesday,12,12,2017,2.UK,5983,5461,2637,6433,5238,0
2018,20Jan2017,Friday,20,1,2017,1.ALL,4870,1727,5509,992,562,1
2018,05Feb2017,Sunday,5,2,2017,4.OV,6116,2641,4189,6929,6779,1
2018,12Oct2017,Thursday,12,10,2017,3.EU,8169,1575,5573,4392,4368,1
2018,23Aug2017,Wednesday,23,8,2017,1.ALL,2803,6939,900,8914,3171,0
2018,28Jun2017,Wednesday,28,6,2017,4.OV,3817,9253,359,938,2252,0
2018,18Oct2017,Wednesday,18,10,2017,1.ALL,4213,17,8237,9859,8055,1
2018,04Feb2017,Saturday,4,2,2017,1.ALL,360,566,5955,6510,5417,1
2018,16Nov2017,Thursday,16,11,2017,3.EU,8508,457,3497,4080,6436,0
2018,25Mar2017,Saturday,25,3,2017,1.ALL,7568,502,4546,3925,7227,1
2018,13Jan2017,Friday,13,1,2017,1.ALL,4175,4239,8335,7428,1584,1
2018,22Jul2017,Saturday,22,7,2017,2.UK,2432,8145,5864,4711,7748,1
2018,11Sep2017,Monday,11,9,2017,3.EU,1581,9838,5128,5476,3735,1
2018,14Nov2017,Tuesday,14,11,2017,3.EU,8349,1262,3001,2119,8121,1
2018,05Dec2017,Tuesday,5,12,2017,3.EU,7013,6876,2356,4029,2902,1
2018,16Dec2017,Saturday,16,12,2017,1.ALL,7572,665,9365,8877,3500,1
2018,22Mar2017,Wednesday,22,3,2017,3.EU,7721,164,7075,1128,8637,0
2018,28Sep2017,Thursday,28,9,2017,4.OV,7430,868,6573,4626,7856,1
2018,14Oct2017,Saturday,14,10,2017,3.EU,8146,3103,5453,5875,2430,0
2018,02Nov2017,Thursday,2,11,2017,2.UK,835,1776,9394,3751,678,0
2018,15Mar2017,Wednesday,15,3,2017,4.OV,8477,7164,535,5737,4767,0
2018,14Mar2017,Tuesday,14,3,2017,3.EU,2655,6072,2157,9726,7059,0
2018,21Dec2017,Thursday,21,12,2017,1.ALL,4123,1241,8202,8,4807,0
2018,11Mar2017,Saturday,11,3,2017,2.UK,9277,9665,6217,905,2712,0
2018,18Jul2017,Tuesday,18,7,2017,1.ALL,6465,7261,1663,200,2748,1
2018,08Jan2017,Sunday,8,1,2017,2.UK,8414,9523,5572,8421,3991,1
2018,30May2017,Tuesday,30,5,2017,1.ALL,7104,2218,1884,3994,3192,0
2018,18Aug2017,Friday,18,8,2017,2.UK,103,9095,2840,2892,1136,1
2018,19Aug2017,Saturday,19,8,2017,1.ALL,4463,1286,3474,1001,7267,1
2018,26May2017,Friday,26,5,2017,2.UK,9809,9702,1025,5459,8561,0
2018,04Feb2017,Saturday,4,2,2017,2.UK,9841,1849,1624,9289,779,1
2018,03Jun2017,Saturday,3,6,2017,3.EU,7199,5645,8342,11,7427,1
2018,24Sep2017,Sunday,24,9,2017,4.OV,1784,2287,2234,7577,9628,1
2018,02Feb2017,Thursday,2,2,2017,2.UK,5436,2276,6710,8995,2363,1
2018,16Sep2017,Saturday,16,9,2017,4.OV,3218,8933,101,4096,1635,1
2018,23Jul2017,Sunday,23,7,2017,4.OV,3674,4304,1978,7095,2636,0
2018,27Sep2017,Wednesday,27,9,2017,3.EU,4459,8124,6389,9083,1844,0
2018,13May2017,Saturday,13,5,2017,1.ALL,2285,7715,5016,8207,7787,1
2018,20Feb2017,Monday,20,2,2017,2.UK,8263,1380,8559,6409,5791,1
2018,28Apr2017,Friday,28,4,2017,1.ALL,3678,1888,6043,5558,8692,0
2018,24Jun2017,Saturday,24,6,2017,2.UK,8774,547,1906,3989,4463,0
2018,20Mar2017,Monday,20,3,2017,2.UK,8496,1252,7964,2624,5527,1
2018,19Dec2017,Tuesday,19,12,2017,1.ALL,9331,5391,2440,2587,9566,1
2018,21Aug2017,Monday,21,8,2017,1.ALL,2792,8317,8164,8760,689,1
2018,12Oct2017,Thursday,12,10,2017,4.OV,3236,6399,564,5223,8944,0
2018,14Dec2017,Thursday,14,12,2017,1.ALL,5232,4585,5258,7678,6609,1
2018,23Aug2017,Wednesday,23,8,2017,1.ALL,4371,6462,3753,6527,6854,0
2018,05Sep2017,Tuesday,5,9,2017,2.UK,990,2183,2706,6604,7129,1
2018,25Apr2017,Tuesday,25,4,2017,3.EU,7817,9484,6407,4771,4291,0
2018,06May2017,Saturday,6,5,2017,4.OV,5845,135,2504,7505,5037,0
2018,21Jun2017,Wednesday,21,6,2017,1.ALL,4402,7180,7629,2889,2188,1
2018,06Apr2017,Thursday,6,4,2017,3.EU,4874,5792,511,7322,3422,0
2018,27Nov2017,Monday,27,11,2017,4.OV,7931,7454,8881,1777,4852,0
2018,15Nov2017,Wednesday,15,11,2017,4.OV,3717,951,7795,8551,4002,0
2018,09Oct2017,Monday,9,10,2017,1.ALL,2815,4864,796,4262,3408,0
2018,20Apr2017,Thursday,20,4,2017,1.ALL,4767,8441,177,3845,5416,0
2018,28Jul2017,Friday,28,7,2017,2.UK,3993,4154,7219,9685,7356,1
2018,20Feb2017,Monday,20,2,2017,3.EU,7985,6527,1921,8346,8800,0
2018,09Mar2017,Thursday,9,3,2017,4.OV,6966,9463,4228,829,3249,1
2018,14Dec2017,Thursday,14,12,2017,3.EU,7473,9249,638,8415,8691,1
2018,04Aug2017,Friday,4,8,2017,2.UK,3558,8032,7920,7515,2687,0
2018,26Sep2017,Tuesday,26,9,2017,2.UK,8390,9048,5224,8311,5313,1
2018,24Apr2017,Monday,24,4,2017,1.ALL,8266,1690,7273,5490,2926,0
2018,23Oct2017,Monday,23,10,2017,4.OV,1696,7781,995,5247,1728,0
2018,12Jan2017,Thursday,12,1,2017,1.ALL,2622,4174,393,6042,7331,1
2018,09Oct2017,Monday,9,10,2017,1.ALL,5352,3589,626,4613,9407,1
2018,26Jul2017,Wednesday,26,7,2017,1.ALL,9152,9894,8373,377,7023,1
2018,06Jan2017,Friday,6,1,2017,4.OV,1718,6047,5087,8498,6250,0
2018,04Dec2017,Monday,4,12,2017,3.EU,4522,9376,964,3582,9648,0
2018,07Jul2017,Friday,7,7,2017,1.ALL,6871,8267,2124,8901,1341,1
2018,19Jul2017,Wednesday,19,7,2017,4.OV,4646,3663,5902,7759,6267,0
2018,30Oct2017,Monday,30,10,2017,3.EU,6285,3290,3991,7694,7953,0
2018,29Dec2017,Friday,29,12,2017,2.UK,5165,7358,8948,6654,2733,0
2018,19Jan2017,Thursday,19,1,2017,4.OV,5197,7813,1704,7663,8581,1
2018,14Mar2017,Tuesday,14,3,2017,3.EU,8944,6986,8512,1839,5134,0
2018,12Aug2017,Saturday,12,8,2017,1.ALL,1145,2001,382,4507,8381,1
2018,01Nov2017,Wednesday,1,11,2017,4.OV,1813,4660,5963,8062,6123,0
2018,08Sep2017,Friday,8,9,2017,2.UK,3298,77,2710,798,8021,0
2018,15Apr2017,Saturday,15,4,2017,2.UK,1853,9575,9451,1129,8488,1
2018,28Feb2017,Tuesday,28,2,2017,4.OV,3674,8342,9064,715,9636,0
2018,10Feb2017,Friday,10,2,2017,4.OV,362,3561,653,402,6003,1
2018,16Aug2017,Wednesday,16,8,2017,2.UK,3927,5467,6096,9244,2065,1
2018,25Jun2017,Sunday,25,6,2017,1.ALL,9339,788,2821,8151,5601,0
2018,24May2017,Wednesday,24,5,2017,1.ALL,4972,7545,7632,7308,2400,0
2018,22Jun2017,Thursday,22,6,2017,2.UK,423,849,1251,4053,6423,1
2018,15Aug2017,Tuesday,15,8,2017,1.ALL,2439,4284,8162,5679,1452,1
2018,16Aug2017,Wednesday,16,8,2017,3.EU,3391,3810,819,1036,3744,0
2018,05Nov2017,Sunday,5,11,2017,4.OV,635,1165,2937,9030,9890,1
2018,13Jan2017,Friday,13,1,2017,2.UK,7518,9344,6940,2855,3064,0
2018,06Jul2017,Thursday,6,7,2017,1.ALL,599,538,7286,2335,5784,0
2018,28Jan2017,Saturday,28,1,2017,4.OV,3737,8198,5110,148,7913,0
2018,09Nov2017,Thursday,9,11,2017,1.ALL,9590,3529,7306,8533,8316,1
2018,23Mar2017,Thursday,23,3,2017,2.UK,573,6540,448,9630,6211,0
2018,15Dec2017,Friday,15,12,2017,2.UK,1966,1143,7081,8080,4374,1
2018,08May2017,Monday,8,5,2017,4.OV,3134,2439,9412,5047,3232,1
2018,02Jun2017,Friday,2,6,2017,1.ALL,4768,2952,516,6123,1722,1
2018,26Apr2017,Wednesday,26,4,2017,4.OV,4606,4604,6395,6674,9882,0
2018,01May2017,Monday,1,5,2017,4.OV,3259,6424,7907,8613,5513,1
2018,26Jul2017,Wednesday,26,7,2017,4.OV,4403,9821,3981,5800,9170,1
2018,06Feb2017,Monday,6,2,2017,1.ALL,5484,7096,489,8146,8835,0
2018,24Jun2017,Saturday,24,6,2017,3.EU,6744,215,8852,3145,2733,0
2018,04Sep2017,Monday,4,9,2017,2.UK,38,2582,3182,9276,2013,1
2018,10Dec2017,Sunday,10,12,2017,1.ALL,6562,8937,7117,2508,4037,1
2018,09Aug2017,Wednesday,9,8,2017,3.EU,6838,9943,6759,6518,1857,0
2018,15Oct2017,Sunday,15,10,2017,4.OV,131,1455,8937,5228,4362,1
2018,24Mar2017,Friday,24,3,2017,1.ALL,9421,1722,7455,2875,4621,0
2018,07Mar2017,Tuesday,7,3,2017,1.ALL,5208,7647,19,5107,2657,0
2018,23May2017,Tuesday,23,5,2017,2.UK,3052,7492,9451,7513,7560,1
2018,25Dec2017,Monday,25,12,2017,4.OV,8164,6652,3529,1758,7115,0
2018,30Nov2017,Thursday,30,11,2017,4.OV,4440,5676,6686,4503,6015,0
2018,04Dec2017,Monday,4,12,2017,2.UK,5735,4654,5437,7349,8553,0
2018,05May2017,Friday,5,5,2017,2.UK,284,6961,4439,3145,143,1
2018,05Jan2017,Thursday,5,1,2017,1.ALL,3299,8674,9754,7620,8372,0
2018,03Jul2017,Monday,3,7,2017,3.EU,6975,1485,2711,2276,9507,1
2018,05Nov2017,Sunday,5,11,2017,3.EU,7869,7493,3845,2409,8213,0
2018,13Apr2017,Thursday,13,4,2017,1.ALL,3589,6038,4748,6499,5227,1
2018,18Oct2017,Wednesday,18,10,2017,2.UK,1043,6362,99,1627,1317,1
2018,13Mar2017,Monday,13,3,2017,4.OV,369,602,5349,3688,9878,1
2018,26Apr2017,Wednesday,26,4,2017,3.EU,9651,7757,6468,5759,5928,1
2018,07Dec2017,Thursday,7,12,2017,1.ALL,8217,263,5347,3930,5355,1
2018,15Feb2017,Wednesday,15,2,2017,4.OV,7882,5626,8347,4543,6023,1
2018,15Apr2017,Saturday,15,4,2017,3.EU,1744,6564,429,3289,7346,1
2018,15Mar2017,Wednesday,15,3,2017,3.EU,9346,6607,9631,806,3760,0
2018,17Jul2017,Monday,17,7,2017,4.OV,302,4569,2075,70,2556,0
2018,20Feb2017,Monday,20,2,2017,4.OV,2082,2331,3985,5483,5810,1
2018,29May2017,Monday,29,5,2017,2.UK,4911,3111,1143,1670,766,1
2018,12Nov2017,Sunday,12,11,2017,3.EU,5553,9124,8338,2130,4797,1
2018,14Jun2017,Wednesday,14,6,2017,4.OV,8389,734,4932,6508,31,0
2018,02Apr2017,Sunday,2,4,2017,2.UK,8880,8663,5207,8894,2506,0
2018,13Jul2017,Thursday,13,7,2017,2.UK,9812,3957,9939,9375,5901,0
2018,24Mar2017,Friday,24,3,2017,4.OV,7702,2260,5971,4200,4157,0
2018,13Jan2017,Friday,13,1,2017,4.OV,9259,6773,8747,7497,216,1
2018,24May2017,Wednesday,24,5,2017,3.EU,5772,1509,4571,9449,5109,0
2018,14Mar2017,Tuesday,14,3,2017,1.ALL,2048,8350,7632,6022,6848,1
2018,14Apr2017,Friday,14,4,2017,4.OV,791,8147,5992,819,2598,1
2018,04Dec2017,Monday,4,12,2017,3.EU,3180,1866,2525,5997,7479,0
2018,28Apr2017,Friday,28,4,2017,3.EU,456,552,3548,413,2769,0
2018,04May2017,Thursday,4,5,2017,2.UK,6392,3103,3941,9616,8466,0
2018,27Sep2017,Wednesday,27,9,2017,1.ALL,117,5623,4670,5504,1283,1
2018,08Feb2017,Wednesday,8,2,2017,1.ALL,6474,4907,5038,9871,3209,1
2018,12Jul2017,Wednesday,12,7,2017,1.ALL,6268,7263,7790,7578,5914,1
2018,18Dec2017,Monday,18,12,2017,3.EU,6252,1805,8163,8554,3555,1
2018,19Jun2017,Monday,19,6,2017,2.UK,1220,1577,9980,902,3119,0
2018,24Sep2017,Sunday,24,9,2017,3.EU,736,4133,8948,8783,3806,1
2018,12Feb2017,Sunday,12,2,2017,4.OV,3265,9771,8924,5881,5303,1
2018,13Jun2017,Tuesday,13,6,2017,1.ALL,4925,6879,3579,541,2916,0
2018,01Nov2017,Wednesday,1,11,2017,2.UK,7629,8731,143,2454,3867,0
2018,20Dec2017,Wednesday,20,12,2017,3.EU,786,5906,1628,8635,6096,0
2018,28Sep2017,Thursday,28,9,2017,2.UK,3742,4186,1150,4878,465,0
2018,17Dec2017,Sunday,17,12,2017,2.UK,7625,7937,1337,7243,2949,1
2018,12Oct2017,Thursday,12,10,2017,1.ALL,5607,7070,8607,9776,3801,1
2018,14Mar2017,Tuesday,14,3,2017,3.EU,8292,6010,1012,4814,3532,1
2018,17Apr2017,Monday,17,4,2017,4.OV,380,9261,2266,2111,2705,0
2018,24Mar2017,Friday,24,3,2017,3.EU,7139,5171,1684,3713,2729,1
2018,07Jun2017,Wednesday,7,6,2017,1.ALL,1880,9076,6461,2619,865,0
2018,03Jul2017,Monday,3,7,2017,3.EU,2401,5438,390,9244,8392,1
2018,18Sep2017,Monday,18,9,2017,4.OV,3541,9730,5429,3728,7210,0
2018,20Sep2017,Wednesday,20,9,2017,1.ALL,8822,2916,4525,4886,7890,0
2018,20Sep2017,Wednesday,20,9,2017,4.OV,1362,2445,2671,7349,2344,0
2018,19May2017,Friday,19,5,2017,2.UK,7304,148,8516,2952,522,1
2018,04Dec2017,Monday,4,12,2017,3.EU,8743,1155,316,3573,8684,1
2018,07Nov2017,Tuesday,7,11,2017,2.UK,1666,1286,5700,8173,8827,0
2018,26Apr2017,Wednesday,26,4,2017,4.OV,9026,297,5475,9102,1003,0
2018,08Apr2017,Saturday,8,4,2017,4.OV,7860,3737,6825,4643,741,0
2018,21Nov2017,Tuesday,21,11,2017,1.ALL,5375,8340,1445,2269,6918,1
2018,31May2017,Wednesday,31,5,2017,2.UK,8938,1590,9531,9957,9106,0
2018,13Aug2017,Sunday,13,8,2017,2.UK,438,7674,7265,6258,6060,0
2018,15Jun2017,Thursday,15,6,2017,1.ALL,5854,8515,2472,4672,4249,1
2018,22Jan2017,Sunday,22,1,2017,1.ALL,84,5663,444,1603,3382,1
2018,21Feb2017,Tuesday,21,2,2017,3.EU,2155,3285,5863,3812,1409,0
2018,08Mar2017,Wednesday,8,3,2017,4.OV,8068,8818,6976,5892,3836,1
2018,26Nov2017,Sunday,26,11,2017,2.UK,2772,6316,5487,4478,9112,1
2018,29Oct2017,Sunday,29,10,2017,1.ALL,2137,7863,4497,1150,2834,0
2018,02Nov2017,Thursday,2,11,2017,4.OV,5712,7990,7879,5048,797,0
2018,09May2017,Tuesday,9,5,2017,4.OV,5035,607,7048,4812,1483,1
2018,12Sep2017,Tuesday,12,9,2017,4.OV,992,4350,3177,6929,315,1
2018,19Oct2017,Thursday,19,10,2017,3.EU,8561,8009,5373,862,8927,1
2018,12Sep2017,Tuesday,12,9,2017,4.OV,7558,6948,875,3193,1939,1
2018,01Sep2017,Friday,1,9,2017,2.UK,4225,3577,1218,3478,453,1
2018,02Aug2017,Wednesday,2,8,2017,4.OV,8415,3777,9363,2405,3207,1
2018,14Nov2017,Tuesday,14,11,2017,1.ALL,8419,5105,2550,1015,6099,0
2018,19Jun2017,Monday,19,6,2017,1.ALL,878,716,1304,3971,5543,0
2018,21Oct2017,Saturday,21,10,2017,3.EU,7450,1007,5957,196,7773,0
2018,20Jun2017,Tuesday,20,6,2017,4.OV,2327,9857,1673,9059,5380,0
2018,09Sep2017,Saturday,9,9,2017,4.OV,3372,439,5180,6362,3309,1
2018,03Apr2017,Monday,3,4,2017,1.ALL,9617,3691,1714,6859,3427,0
2018,16Mar2017,Thursday,16,3,2017,4.OV,5822,1678,9070,5047,9865,0
2018,25Jul2017,Tuesday,25,7,2017,4.OV,3067,4647,685,7263,1611,1
2018,10Aug2017,Thursday,10,8,2017,1.ALL,8902,6623,4420,8016,4707,1
2018,22Oct2017,Sunday,22,10,2017,3.EU,3229,6284,5324,1126,5242,1
2018,03Nov2017,Friday,3,11,2017,4.OV,5040,6782,1006,5640,7298,1
2018,26Dec2017,Tuesday,26,12,2017,1.ALL,5261,6285,4435,549,1812,1
2018,28Jan2017,Saturday,28,1,2017,3.EU,667,4672,1927,2642,9548,1
2018,25Sep2017,Monday,25,9,2017,4.OV,3275,4638,6314,9521,2849,0
2018,29Jul2017,Saturday,29,7,2017,3.EU,1501,1072,7929,9126,6202,0
2018,03Feb2017,Friday,3,2,2017,1.ALL,8448,441,5768,9326,5428,1
2018,24May2017,Wednesday,24,5,2017,2.UK,2784,5078,8235,9513,5263,0
2018,12Jul2017,Wednesday,12,7,2017,4.OV,1060,680,9358,5447,4685,0
2018,30Sep2017,Saturday,30,9,2017,1.ALL,3523,7090,4164,9595,1790,1
2018,12Feb2017,Sunday,12,2,2017,1.ALL,5738,9921,1406,8906,382,1
2018,10Mar2017,Friday,10,3,2017,2.UK,849,9920,1086,8433,8629,0
2018,16Jul2017,Sunday,16,7,2017,1.ALL,2163,1146,8823,9906,5117,0
