"---------------------------------------------------"
"UCAS Analysis and Insights - Daily Domicile Report"
"---------------------------------------------------"
"This data file should be used in conjunction with ..."
"File: filename"
"Cycle: 2018"
"Reporting coverage: 6 Sep 2017 - 18 Feb 18"
"Applicant coverage: 18 year old applicants"
"Analysis class: Domicile"
"---------------------------------------------------"
The 'Days to Deadline' variable Lorem ipsum dolor sit amet, consectetur adipiscing elit,
The ' 7-Day Moving Average' variable sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.
Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. 
Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.
Data lines are comma delimited.
Data follows - 9999 lines in total
---------------------------------------------------
Cycle,Date,Day_of_the_week,Day,Month,Year,Domicile_Group,New_apps,7-Day Moving Ave,Days to Deadline,Working Days to Deadline,Days Since Cycle Opened,Bank Holiday
2018,15Sep2017,Friday,15,9,2017,1.ALL,4334,627,2193,4869,4635,1
2018,13Mar2017,Monday,13,3,2017,4.OV,3250,5414,6824,2125,2889,0
2018,07Feb2017,Tuesday,7,2,2017,2.UK,7411,9501,5174,649,7218,0
2018,01Dec2017,Friday,1,12,2017,2.UK,8874,4883,6439,9176,1691,0
2018,03Dec2017,Sunday,3,12,2017,3.EU,2814,8059,4000,8082,5324,0
2018,10Nov2017,Friday,10,11,2017,3.EU,9088,4367,8328,4209,7506,1
2018,01Mar2017,Wednesday,1,3,2017,3.EU,4455,892,2092,8997,3846,0
2018,23Oct2017,Monday,23,10,2017,2.UK,5677,8241,6893,5797,3475,1
2018,12May2017,Friday,12,5,2017,2.UK,5758,4343,7832,3463,4330,1
2018,15Jun2017,Thursday,15,6,2017,2.UK,16,2706,8519,1180,5106,0
2018,03Jan2017,Tuesday,3,1,2017,4.OV,5490,9887,4098,3928,8973,0
2018,03Nov2017,Friday,3,11,2017,2.UK,631,4985,1308,9965,3997,1
2018,29Mar2017,Wednesday,29,3,2017,4.OV,600,2240,415,6056,1653,1
2018,03May2017,Wednesday,3,5,2017,2.UK,3722,8613,6898,306,1207,0
2018,22May2017,Monday,22,5,2017,1.ALL,7777,3031,8311,7567,4984,0
2018,23Jan2017,Monday,23,1,2017,2.UK,5835,7858,7968,7834,7145,1
2018,27Jan2017,Friday,27,1,2017,3.EU,9915,5463,6663,6323,5074,1
2018,20Sep2017,Wednesday,20,9,2017,4.OV,4796,9950,2465,2361,7449,0
2018,04Jan2017,Wednesday,4,1,2017,1.ALL,820,6918,2594,9029,3622,1
2018,30Mar2017,Thursday,30,3,2017,1.ALL,8137,3039,3767,8600,7421,1
2018,22Feb2017,Wednesday,22,2,2017,1.ALL,4775,6440,6116,28,6332,1
2018,13Jul2017,Thursday,13,7,2017,2.UK,6085,7866,157,4650,7467,0
2018,10Jun2017,Saturday,10,6,2017,3.EU,9571,778,6660,6840,3239,0
2018,12Aug2017,Saturday,12,8,2017,2.UK,4779,4694,2611,7057,1360,1
2018,18Nov2017,Saturday,18,11,2017,1.ALL,468,6011,2703,7652,2677,0
2018,09Jun2017,Friday,9,6,2017,4.OV,7104,675,6451,2140,3015,0
2018,12Sep2017,Tuesday,12,9,2017,2.UK,7336,7933,5061,8503,9208,0
2018,20May2017,Saturday,20,5,2017,4.OV,277,8076,57,4244,6365,1
2018,18Jun2017,Sunday,18,6,2017,4.OV,4636,946,2834,8784,7860,0
2018,12Oct2017,Thursday,12,10,2017,2.UK,67,2944,9488,3676,5913,0
2018,05Mar2017,Sunday,5,3,2017,1.ALL,8018,1664,577,3510,1181,1
2018,22Mar2017,Wednesday,22,3,2017,2.UK,2408,3701,8748,8424,7041,1
2018,17Aug2017,Thursday,17,8,2017,2.UK,2152,1861,3,7790,3636,0
2018,08Feb2017,Wednesday,8,2,2017,4.OV,6806,1354,5979,1685,7212,0
2018,17Jul2017,Monday,17,7,2017,2.UK,8648,9341,1114,9868,7232,1
2018,23Jan2017,Monday,23,1,2017,2.UK,7822,8286,2104,2513,3175,0
2018,14Oct2017,Saturday,14,10,2017,3.EU,5914,7295,8846,8227,8380,0
2018,29Jul2017,Saturday,29,7,2017,3.EU,118,7244,9252,6231,4070,1
2018,02Sep2017,Saturday,2,9,2017,4.OV,1964,4854,6940,1030,9110,1
2018,15Jul2017,Saturday,15,7,2017,2.UK,6219,7655,8525,7645,822,1
2018,09Feb2017,Thursday,9,2,2017,2.UK,6622,7705,8292,2729,125,0
2018,08Feb2017,Wednesday,8,2,2017,4.OV,6709,3670,8626,7520,802,0
2018,18Aug2017,Friday,18,8,2017,2.UK,3983,9001,752,4071,2299,1
2018,17Jun2017,Saturday,17,6,2017,1.ALL,9246,6307,3238,4976,4035,0
2018,10Oct2017,Tuesday,10,10,2017,4.OV,2064,968,7353,556,8177,0
2018,11Feb2017,Saturday,11,2,2017,3.EU,4371,3811,6535,6607,5991,1
2018,06Dec2017,Wednesday,6,12,2017,2.UK,6320,427,8458,4845,69,0
2018,19Jan2017,Thursday,19,1,2017,1.ALL,6820,9165,1004,8560,4448,0
2018,22Feb2017,Wednesday,22,2,2017,4.OV,6125,5660,9475,4041,8472,0
2018,01Feb2017,Wednesday,1,2,2017,2.UK,7746,4589,6482,8415,148,1
2018,28Apr2017,Friday,28,4,2017,4.OV,1492,676,4560,2946,1962,0
2018,06Jun2017,Tuesday,6,6,2017,4.OV,5012,5206,8129,4430,2989,1
2018,09May2017,Tuesday,9,5,2017,3.EU,6157,1447,6163,3936,8245,0
2018,05Feb2017,Sunday,5,2,2017,3.EU,9862,254,8593,9427,5638,0
2018,16Nov2017,Thursday,16,11,2017,4.OV,3484,3178,6898,9955,7318,1
2018,23Aug2017,Wednesday,23,8,2017,4.OV,8968,7231,9333,8135,2004,0
2018,05Sep2017,Tuesday,5,9,2017,2.UK,4296,9290,8375,1921,8983,0
2018,02Dec2017,Saturday,2,12,2017,2.UK,5711,7848,8343,4816,8448,1
2018,01Jun2017,Thursday,1,6,2017,1.ALL,4697,1499,5348,9907,9378,1
2018,28Dec2017,Thursday,28,12,2017,4.OV,2944,1991,9786,6434,7817,1
2018,18Sep2017,Monday,18,9,2017,3.EU,1857,179,6122,8255,3255,0
2018,05Jan2017,Thursday,5,1,2017,2.UK,8979,6110,2054,9529,4290,0
2018,25Mar2017,Saturday,25,3,2017,4.OV,4155,9626,8101,3886,8065,0
2018,18Jul2017,Tuesday,18,7,2017,2.UK,3279,3995,2167,3147,962,0
2018,02Aug2017,Wednesday,2,8,2017,2.UK,1133,2688,5465,4098,5285,1
2018,14Sep2017,Thursday,14,9,2017,3.EU,4505,4719,2017,6189,8863,0
2018,31Oct2017,Tuesday,31,10,2017,3.EU,2149,8222,9185,7569,5545,1
2018,18Jul2017,Tuesday,18,7,2017,3.EU,6696,8395,963,1403,2320,0
2018,02Jun2017,Friday,2,6,2017,2.UK,9970,3863,8390,4956,525,1
2018,07May2017,Sunday,7,5,2017,2.UK,729,7456,9667,2989,7526,1
2018,17Oct2017,Tuesday,17,10,2017,4.OV,3997,5201,1553,9416,4247,1
2018,06Jan2017,Friday,6,1,2017,3.EU,3984,6496,2394,9864,4972,0
2018,11Aug2017,Friday,11,8,2017,3.EU,6267,4304,1922,733,3744,1
2018,16Dec2017,Saturday,16,12,2017,3.EU,6472,8056,8962,590,698,0
2018,23Aug2017,Wednesday,23,8,2017,3.EU,7774,3318,4038,9650,4269,1
2018,10Dec2017,Sunday,10,12,2017,3.EU,9545,1537,6331,1431,4073,0
2018,10Feb2017,Friday,10,2,2017,4.OV,4819,4211,2676,8714,7790,0
2018,07Jul2017,Friday,7,7,2017,3.EU,9038,2200,3339,4892,990,0
2018,06Jun2017,Tuesday,6,6,2017,2.UK,5462,5076,7198,3238,5611,1
2018,27May2017,Saturday,27,5,2017,3.EU,2121,4569,4780,8887,7112,1
2018,06Aug2017,Sunday,6,8,2017,3.EU,9231,8512,2010,4010,6333,1
2018,22Apr2017,Saturday,22,4,2017,4.OV,2203,6462,5111,8853,7159,0
2018,31Jul2017,Monday,31,7,2017,2.UK,7756,2625,6083,6695,6233,0
2018,28Dec2017,Thursday,28,12,2017,2.UK,1511,2799,8464,5544,639,1
2018,27Mar2017,Monday,27,3,2017,2.UK,1716,2833,8411,4716,3724,1
2018,23Mar2017,Thursday,23,3,2017,1.ALL,8143,1982,5680,1129,3367,1
2018,24Jun2017,Saturday,24,6,2017,4.OV,3457,2885,9070,3251,3626,0
2018,26Apr2017,Wednesday,26,4,2017,4.OV,8463,5177,8095,833,1565,1
2018,03Jul2017,Monday,3,7,2017,2.UK,7418,8293,5762,9307,8518,1
2018,27May2017,Saturday,27,5,2017,3.EU,1815,9948,6624,9135,6433,0
2018,13Jan2017,Friday,13,1,2017,2.UK,7056,4140,5883,2403,9521,1
2018,27May2017,Saturday,27,5,2017,2.UK,2573,4997,6798,2553,1066,0
2018,02Oct2017,Monday,2,10,2017,4.OV,6280,1076,8765,459,6983,0
2018,02Feb2017,Thursday,2,2,2017,1.ALL,6453,3373,1090,1950,4448,1
2018,26Aug2017,Saturday,26,8,2017,2.UK,4355,2774,9580,8331,5708,0
2018,26Oct2017,Thursday,26,10,2017,1.ALL,6221,3974,3556,7355,1455,0
2018,20Dec2017,Wednesday,20,12,2017,3.EU,6273,824,2098,3561,238,1
2018,23Mar2017,Thursday,23,3,2017,2.UK,6585,3046,6364,3678,3926,1
2018,25Mar2017,Saturday,25,3,2017,1.ALL,7136,4400,5456,5063,6575,0
2018,09Feb2017,Thursday,9,2,2017,3.EU,4466,4566,7469,1746,8004,0
2018,21Dec2017,Thursday,21,12,2017,4.OV,1191,3033,3783,1427,7445,0
2018,05Jul2017,Wednesday,5,7,2017,4.OV,9954,7249,9228,4636,8359,0
2018,12Sep2017,Tuesday,12,9,2017,1.ALL,9370,3973,7588,1301,8853,0
2018,14Mar2017,Tuesday,14,3,2017,4.OV,8914,6487,1047,7026,2477,1
2018,11Apr2017,Tuesday,11,4,2017,4.OV,2166,2521,8012,3312,8436,0
2018,24Nov2017,Friday,24,11,2017,1.ALL,8814,9770,1499,8503,8688,0
2018,11Nov2017,Saturday,11,11,2017,2.UK,493,2408,8522,2161,1103,0
2018,16Aug2017,Wednesday,16,8,2017,4.OV,4896,4483,9327,4790,6110,0
2018,27May2017,Saturday,27,5,2017,4.OV,6123,9665,2512,2118,1202,1
2018,09Feb2017,Thursday,9,2,2017,3.EU,138,7976,5563,6426,4861,1
2018,23Oct2017,Monday,23,10,2017,1.ALL,4917,1866,5281,8591,2724,1
2018,27Aug2017,Sunday,27,8,2017,4.OV,8027,8466,5396,9425,576,0
2018,02Aug2017,Wednesday,2,8,2017,1.ALL,2388,8987,317,8477,1461,1
2018,11Jul2017,Tuesday,11,7,2017,1.ALL,653,4647,886,9056,3903,1
2018,08Jul2017,Saturday,8,7,2017,2.UK,7352,320,8211,3893,4218,0
2018,09May2017,Tuesday,9,5,2017,1.ALL,3947,943,8232,2038,7544,1
2018,25Jan2017,Wednesday,25,1,2017,1.ALL,3779,6086,3754,8045,9580,1
2018,05May2017,Friday,5,5,2017,4.OV,1565,6792,9653,2158,144,0
2018,22Aug2017,Tuesday,22,8,2017,3.EU,2312,8662,2312,6843,9544,0
2018,16Mar2017,Thursday,16,3,2017,1.ALL,8445,4176,5312,9141,6920,0
2018,22Dec2017,Friday,22,12,2017,1.ALL,1699,7400,2710,3317,6260,0
2018,18May2017,Thursday,18,5,2017,4.OV,9992,4333,8784,6993,8774,1
2018,12Apr2017,Wednesday,12,4,2017,4.OV,6351,9429,3715,912,8048,0
2018,11Sep2017,Monday,11,9,2017,4.OV,1838,6706,3021,5773,2591,0
2018,17Jul2017,Monday,17,7,2017,2.UK,5959,7103,8440,8932,9713,1
2018,01Oct2017,Sunday,1,10,2017,3.EU,9041,5892,444,2746,7886,0
2018,17Jul2017,Monday,17,7,2017,4.OV,5006,4082,1168,9126,5013,1
2018,13Oct2017,Friday,13,10,2017,1.ALL,1154,7213,219,6600,1214,1
2018,21Jan2017,Saturday,21,1,2017,2.UK,6987,2953,7548,9906,1120,1
2018,31May2017,Wednesday,31,5,2017,3.EU,6895,3693,5183,3338,6327,1
2018,13Feb2017,Monday,13,2,2017,1.ALL,159,3119,5155,4253,6448,1
2018,23Nov2017,Thursday,23,11,2017,3.EU,8699,7692,1194,5020,1112,0
2018,22May2017,Monday,22,5,2017,4.OV,8680,8597,820,5724,3676,0
2018,23Jul2017,Sunday,23,7,2017,2.UK,1840,6081,6772,3321,3151,1
2018,15Oct2017,Sunday,15,10,2017,2.UK,1733,6239,7997,7839,5876,0
2018,03Nov2017,Friday,3,11,2017,1.ALL,2408,3990,8297,7522,3353,0
2018,31Jul2017,Monday,31,7,2017,2.UK,7375,4985,1979,3374,1166,0
2018,27Mar2017,Monday,27,3,2017,2.UK,2552,1294,4095,3596,4768,0
2018,24Nov2017,Friday,24,11,2017,3.EU,744,4511,8632,363,307,1
2018,19Nov2017,Sunday,19,11,2017,2.UK,7073,6303,2604,1510,1702,0
2018,21Oct2017,Saturday,21,10,2017,1.ALL,3568,6427,863,5433,8827,0
2018,17Oct2017,Tuesday,17,10,2017,2.UK,4183,4008,7338,742,9375,1
2018,09Aug2017,Wednesday,9,8,2017,2.UK,9029,536,6973,1556,2877,0
2018,24Sep2017,Sunday,24,9,2017,4.OV,6624,885,6266,1973,1787,0
2018,15May2017,Monday,15,5,2017,2.UK,5374,2336,4916,9732,9515,1
2018,28Sep2017,Thursday,28,9,2017,2.UK,958,7537,6186,602,2565,1
2018,27Dec2017,Wednesday,27,12,2017,3.EU,2231,8985,4672,3373,4723,1
2018,29Apr2017,Saturday,29,4,2017,1.ALL,1263,6402,6579,5546,6871,1
2018,26Aug2017,Saturday,26,8,2017,3.EU,7249,6467,4402,2931,6707,1
2018,09Sep2017,Saturday,9,9,2017,2.UK,300,4241,6703,8671,585,1
2018,27May2017,Saturday,27,5,2017,1.ALL,1921,3300,507,9648,3345,0
2018,30Apr2017,Sunday,30,4,2017,4.OV,2291,2264,7866,3400,772,1
2018,20May2017,Saturday,20,5,2017,4.OV,2843,6545,7270,674,5090,0
2018,18Jun2017,Sunday,18,6,2017,4.OV,2197,7093,6877,2848,3214,0
2018,24Jan2017,Tuesday,24,1,2017,2.UK,4615,3491,2231,3693,952,0
2018,19May2017,Friday,19,5,2017,4.OV,6463,95,7435,9251,8013,0
2018,16Jan2017,Monday,16,1,2017,3.EU,4495,525,3680,4714,2408,1
2018,21Apr2017,Friday,21,4,2017,3.EU,4551,4883,6280,690,251,1
2018,17Nov2017,Friday,17,11,2017,2.UK,8062,6965,2136,29,5828,1
2018,03Dec2017,Sunday,3,12,2017,4.OV,7186,4086,4049,7564,7663,0
2018,10Mar2017,Friday,10,3,2017,3.EU,4058,9545,3883,3482,1066,1
2018,14Jun2017,Wednesday,14,6,2017,4.OV,2021,8978,5624,8916,6122,0
2018,11Nov2017,Saturday,11,11,2017,3.EU,340,9724,8129,5394,6020,1
2018,05Aug2017,Saturday,5,8,2017,4.OV,6356,9513,3103,7396,540,1
2018,11Jul2017,Tuesday,11,7,2017,3.EU,3255,76,7226,6397,5227,1
2018,10Jun2017,Saturday,10,6,2017,1.ALL,2244,4907,5930,1203,5016,0
2018,21Oct2017,Saturday,21,10,2017,1.ALL,2258,106,9031,2786,3692,1
2018,21Oct2017,Saturday,21,10,2017,4.OV,8512,5255,8931,9943,724,1
2018,21Jun2017,Wednesday,21,6,2017,2.UK,740,6070,5911,9602,6,0
2018,26Jun2017,Monday,26,6,2017,1.ALL,2960,7089,8752,6401,9619,0
2018,13Mar2017,Monday,13,3,2017,1.ALL,4701,9401,8813,2443,5092,1
2018,27Mar2017,Monday,27,3,2017,2.UK,9663,411,8925,5088,5589,1
2018,22Feb2017,Wednesday,22,2,2017,3.EU,4372,6891,806,8798,4615,0
2018,19Dec2017,Tuesday,19,12,2017,2.UK,7642,3315,9948,4992,3350,0
2018,11Mar2017,Saturday,11,3,2017,4.OV,3392,7820,6240,5326,9865,0
2018,04Feb2017,Saturday,4,2,2017,1.ALL,8685,4356,101,2233,1125,0
2018,27Jul2017,Thursday,27,7,2017,2.UK,3454,9019,6783,5627,827,0
2018,18Sep2017,Monday,18,9,2017,4.OV,3561,1387,6941,7424,8055,0
2018,30Aug2017,Wednesday,30,8,2017,2.UK,6173,7673,8488,536,4017,0
2018,23Oct2017,Monday,23,10,2017,3.EU,4210,8397,5730,6806,6091,1
2018,04May2017,Thursday,4,5,2017,2.UK,2036,3052,7350,9646,6309,1
2018,25Jun2017,Sunday,25,6,2017,1.ALL,5547,7513,1933,9812,6442,0
2018,24Oct2017,Tuesday,24,10,2017,2.UK,2536,2512,543,7391,5978,1
2018,20May2017,Saturday,20,5,2017,3.EU,4,4971,8280,1614,7164,0
2018,29Jun2017,Thursday,29,6,2017,1.ALL,6796,8528,3870,6804,3786,0
2018,23Jul2017,Sunday,23,7,2017,3.EU,7544,9157,2231,5310,9015,0
2018,11Sep2017,Monday,11,9,2017,2.UK,1400,4503,818,4034,2611,1
2018,31Jul2017,Monday,31,7,2017,1.ALL,9909,8246,165,9795,2208,0
2018,13Feb2017,Monday,13,2,2017,2.UK,8497,9653,1886,223,5807,1
2018,09May2017,Tuesday,9,5,2017,3.EU,152,3803,6182,4142,2760,0
2018,29May2017,Monday,29,5,2017,2.UK,169,4439,8356,6903,3503,0
2018,16Jan2017,Monday,16,1,2017,4.OV,96,1987,8379,4208,6863,1
2018,03Mar2017,Friday,3,3,2017,1.ALL,3440,5884,3614,4530,9273,0
2018,16Apr2017,Sunday,16,4,2017,3.EU,7389,304,3444,3307,9813,1
2018,05Jul2017,Wednesday,5,7,2017,3.EU,6630,933,2824,5512,3890,1
2018,25Oct2017,Wednesday,25,10,2017,2.UK,1573,4481,189,5901,8564,1
2018,10Nov2017,Friday,10,11,2017,4.OV,6610,2048,2685,6950,849,0
2018,29Nov2017,Wednesday,29,11,2017,2.UK,778,8570,2930,9636,7061,1
2018,07Feb2017,Tuesday,7,2,2017,3.EU,367,561,6664,3119,8615,1
2018,22Nov2017,Wednesday,22,11,2017,1.ALL,1522,1267,5654,3518,1666,1
2018,01Jul2017,Saturday,1,7,2017,2.UK,4750,4896,3913,8998,3744,0
2018,19Apr2017,Wednesday,19,4,2017,1.ALL,3520,5220,2328,9210,9061,0
2018,04Oct2017,Wednesday,4,10,2017,1.ALL,4944,7427,9836,3965,439,0
2018,30Nov2017,Thursday,30,11,2017,1.ALL,8031,7140,1074,3004,200,1
2018,01Sep2017,Friday,1,9,2017,3.EU,7629,4200,7847,3929,8279,0
2018,27Jun2017,Tuesday,27,6,2017,1.ALL,41,9394,6074,781,4370,0
2018,30Sep2017,Saturday,30,9,2017,4.OV,4497,6955,5568,9932,6033,1
2018,11Jun2017,Sunday,11,6,2017,2.UK,3094,6690,8263,150,4719,1
2018,06Jun2017,Tuesday,6,6,2017,2.UK,4099,4034,2650,3964,2865,1
2018,27Jan2017,Friday,27,1,2017,4.OV,4269,5608,5509,8465,1674,0
2018,07May2017,Sunday,7,5,2017,1.ALL,3504,1638,8338,9265,3322,0
2018,23Dec2017,Saturday,23,12,2017,1.ALL,914,8280,8691,3250,5699,1
2018,13Aug2017,Sunday,13,8,2017,1.ALL,6068,2107,409,6806,2419,0
2018,09Dec2017,Saturday,9,12,2017,4.OV,5743,2622,8876,9995,2427,1
2018,08Nov2017,Wednesday,8,11,2017,1.ALL,8328,987,9804,5227,5305,1
2018,14Jul2017,Friday,14,7,2017,4.OV,5989,9334,6804,7879,3699,0
2018,17Jul2017,Monday,17,7,2017,3.EU,5608,3459,9743,607,643,1
2018,22Feb2017,Wednesday,22,2,2017,3.EU,1446,1263,5262,2741,3135,1
2018,09Mar2017,Thursday,9,3,2017,4.OV,9805,3738,474,7340,4471,1
2018,14Oct2017,Saturday,14,10,2017,1.ALL,4099,8482,787,6898,2092,0
2018,28Jun2017,Wednesday,28,6,2017,2.UK,5082,6631,4364,850,3349,0
2018,26Sep2017,Tuesday,26,9,2017,2.UK,4116,2882,7045,7057,3102,1
2018,30Oct2017,Monday,30,10,2017,2.UK,2483,8091,6323,2145,8551,1
2018,05Oct2017,Thursday,5,10,2017,1.ALL,7841,5171,5966,3480,6188,0
2018,12Aug2017,Saturday,12,8,2017,1.ALL,6950,4812,6031,6698,5877,0
2018,24Mar2017,Friday,24,3,2017,2.UK,1651,1960,2466,7213,9833,1
2018,02Mar2017,Thursday,2,3,2017,3.EU,7933,1200,8943,2998,7808,0
2018,19Jan2017,Thursday,19,1,2017,2.UK,3642,6851,1129,5453,7916,0
2018,04Nov2017,Saturday,4,11,2017,1.ALL,2897,9388,1023,4670,2721,0
2018,30Nov2017,Thursday,30,11,2017,4.OV,3093,3469,7958,3581,4645,1
2018,08Jan2017,Sunday,8,1,2017,2.UK,6425,7582,3946,822,8362,1
2018,22Oct2017,Sunday,22,10,2017,1.ALL,762,7144,5016,9651,648,1
2018,25Jun2017,Sunday,25,6,2017,1.ALL,5044,9584,4244,5697,9426,1
2018,06May2017,Saturday,6,5,2017,1.ALL,4028,8676,3281,8523,9123,0
2018,18Sep2017,Monday,18,9,2017,2.UK,3792,7167,8897,9253,2262,1
2018,18Sep2017,Monday,18,9,2017,4.OV,6017,9595,3975,4683,9234,0
2018,27Sep2017,Wednesday,27,9,2017,2.UK,8017,3814,6572,444,3220,1
2018,31May2017,Wednesday,31,5,2017,2.UK,5557,8743,3811,1832,4222,1
2018,10Jul2017,Monday,10,7,2017,2.UK,8099,1903,3634,9806,9985,1
2018,22Apr2017,Saturday,22,4,2017,3.EU,2191,4286,5074,1464,7279,1
2018,13Dec2017,Wednesday,13,12,2017,3.EU,6010,6305,7054,2885,3254,1
2018,19Nov2017,Sunday,19,11,2017,4.OV,1437,7733,8322,6257,2987,0
2018,21Jun2017,Wednesday,21,6,2017,4.OV,4187,2596,7554,4805,2783,0
2018,25Nov2017,Saturday,25,11,2017,4.OV,5164,773,2942,716,6501,1
2018,12Jun2017,Monday,12,6,2017,4.OV,4880,4754,6987,9652,9985,1
2018,05Mar2017,Sunday,5,3,2017,1.ALL,2483,5866,5093,3752,9075,1
2018,30Sep2017,Saturday,30,9,2017,3.EU,9616,2160,99,25,5535,1
2018,12Sep2017,Tuesday,12,9,2017,2.UK,1416,667,3062,5361,5067,1
2018,05Jun2017,Monday,5,6,2017,3.EU,3931,174,3512,7258,3119,0
2018,24Aug2017,Thursday,24,8,2017,2.UK,429,3898,7252,6345,6828,0
2018,14Sep2017,Thursday,14,9,2017,4.OV,3572,6314,9279,2549,9001,0
2018,20Dec2017,Wednesday,20,12,2017,2.UK,7960,2775,1345,3239,1025,1
2018,05Aug2017,Saturday,5,8,2017,1.ALL,2290,7199,1520,486,3415,1
2018,25Dec2017,Monday,25,12,2017,1.ALL,1887,6300,282,2546,3479,1
2018,20Feb2017,Monday,20,2,2017,1.ALL,8817,6471,6726,3205,6621,0
2018,02Sep2017,Saturday,2,9,2017,3.EU,2181,2526,1274,3390,7239,1
2018,12Sep2017,Tuesday,12,9,2017,1.ALL,4657,7514,7075,4920,8617,0
2018,26Aug2017,Saturday,26,8,2017,1.ALL,4327,9098,8626,7289,9960,1
2018,27Aug2017,Sunday,27,8,2017,4.OV,3033,1282,9430,9908,4274,0
2018,11Apr2017,Tuesday,11,4,2017,2.UK,2900,1553,9142,5887,7088,0
2018,23Nov2017,Thursday,23,11,2017,4.OV,5330,1752,9188,1049,9830,1
2018,08Aug2017,Tuesday,8,8,2017,2.UK,1692,3218,5641,8630,3089,0
2018,10Oct2017,Tuesday,10,10,2017,3.EU,4760,7208,7243,4613,9984,0
2018,03Dec2017,Sunday,3,12,2017,3.EU,8249,3006,230,8578,2881,1
2018,11Mar2017,Saturday,11,3,2017,2.UK,9144,5340,6545,8027,8190,1
2018,07Jul2017,Friday,7,7,2017,4.OV,6804,5084,1850,3836,6593,1
2018,30Jul2017,Sunday,30,7,2017,1.ALL,6170,214,4337,6359,5914,0
2018,15May2017,Monday,15,5,2017,2.UK,1661,9080,2677,2128,7558,1
2018,02May2017,Tuesday,2,5,2017,4.OV,9163,4900,8119,871,4506,1
2018,03May2017,Wednesday,3,5,2017,3.EU,6279,5194,7148,7681,4242,0
2018,06Jun2017,Tuesday,6,6,2017,3.EU,6170,7666,4611,6292,8172,0
2018,17Jun2017,Saturday,17,6,2017,2.UK,1239,7133,6829,4420,2594,0
2018,26Jan2017,Thursday,26,1,2017,2.UK,4633,551,4415,4461,9610,1
2018,28Oct2017,Saturday,28,10,2017,2.UK,6862,4733,7308,5441,3271,1
2018,05May2017,Friday,5,5,2017,1.ALL,6251,9846,3783,859,4573,1
2018,03Nov2017,Friday,3,11,2017,4.OV,623,5641,6300,814,4787,1
2018,30Apr2017,Sunday,30,4,2017,2.UK,6566,1877,1920,6012,2454,1
2018,29Apr2017,Saturday,29,4,2017,2.UK,5991,1202,6497,7065,8580,1
2018,31Aug2017,Thursday,31,8,2017,3.EU,7840,9398,1256,180,3451,1
2018,01Jan2017,Sunday,1,1,2017,3.EU,2151,8029,807,569,3451,1
2018,18Oct2017,Wednesday,18,10,2017,2.UK,5777,1473,4657,7282,1859,0
2018,23Feb2017,Thursday,23,2,2017,2.UK,268,4047,9168,5260,8710,1
2018,14Oct2017,Saturday,14,10,2017,1.ALL,3574,9626,7829,1914,4577,0
2018,02Mar2017,Thursday,2,3,2017,3.EU,8100,6456,5528,4467,4309,1
2018,20Dec2017,Wednesday,20,12,2017,4.OV,1646,7392,7617,1555,2420,0
2018,15Apr2017,Saturday,15,4,2017,3.EU,1159,4559,3158,857,2529,0
2018,11Apr2017,Tuesday,11,4,2017,1.ALL,6872,3638,8904,3229,5579,1
2018,13Sep2017,Wednesday,13,9,2017,3.EU,8863,9022,3109,4889,1138,0
2018,16Mar2017,Thursday,16,3,2017,3.EU,1490,8840,2143,4375,5961,1
2018,04Jun2017,Sunday,4,6,2017,1.ALL,2942,7474,8840,2698,1589,1
2018,05Jun2017,Monday,5,6,2017,1.ALL,6050,8909,5466,4579,7584,0
2018,10Feb2017,Friday,10,2,2017,2.UK,3093,3107,2279,6113,2240,1
2018,07Sep2017,Thursday,7,9,2017,4.OV,9358,4091,768,6869,1944,1
2018,28Jun2017,Wednesday,28,6,2017,2.UK,1172,7466,2871,7824,4762,0
2018,04Aug2017,Friday,4,8,2017,3.EU,9418,8918,5088,3934,4482,1
2018,20Aug2017,Sunday,20,8,2017,4.OV,4909,5728,2584,7016,910,0
2018,04May2017,Thursday,4,5,2017,2.UK,7108,1585,9982,7025,3364,1
2018,28Jan2017,Saturday,28,1,2017,1.ALL,3277,9297,588,6410,6770,0
2018,10Mar2017,Friday,10,3,2017,2.UK,4830,4127,2567,370,8259,0
2018,08Jan2017,Sunday,8,1,2017,4.OV,8461,6595,7799,8865,1236,0
2018,07Jul2017,Friday,7,7,2017,1.ALL,1741,4056,9288,4765,5684,0
2018,22Jul2017,Saturday,22,7,2017,4.OV,4616,8209,6812,5985,7764,1
2018,20Jul2017,Thursday,20,7,2017,1.ALL,1817,4914,5447,3414,2234,1
2018,22Feb2017,Wednesday,22,2,2017,4.OV,6441,9683,1645,2908,2999,1
2018,16Mar2017,Thursday,16,3,2017,3.EU,9768,2853,5410,2436,2007,1
2018,07Oct2017,Saturday,7,10,2017,4.OV,5042,8324,8109,9612,5398,1
2018,31Aug2017,Thursday,31,8,2017,4.OV,9868,3365,3530,910,6327,1
2018,27Sep2017,Wednesday,27,9,2017,4.OV,1131,4256,5647,3202,8164,0
2018,06Dec2017,Wednesday,6,12,2017,3.EU,5986,228,5556,5624,1402,0
